"2024-04-08";"13:01:11";"WinControl (rev 1142) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"2:F";"2:Fm'";"2:PAR";"2:Y (II)";"2:ETR";"2:Fo'";"2:ETR-F.";"2:qP";"2:qN";"2:qL";"2:NPQ";"2:Y (NO)";"2:Y (NPQ)";"2:Fo";"2:Fm";"2:Fv/Fm"
"";"0";"0";"";"";"D";"";"Device Nr: #2, JUNIOR-PAM-III (CFMG1100B) ";""
"2024-04-08 12:39:08.052";"1712605148052";"0";"2024-04-08";"12:39:08";"SCHS";"";"Chart start ";""
"2024-04-08 12:49:31.935";"1712605771935";"623883";"2024-04-08";"12:49:31";"SLCS";"";"Light Curve start ";""
"2024-04-08 12:49:31.935";"1712605771935";"623883";"2024-04-08";"12:49:31";"REG1";"";"#2: alpha: 0.148, ETRm: 39.865, Ik: 269.370   ( beta: 0.006, ETRmPot: 47.723 ) ";""
"2024-04-08 12:49:31.935";"1712605771935";"623883";"2024-04-08";"12:49:31";"REG2";"";"#2: alpha: 0.120, ETRm: 39.393, Ik: 328.797 ";""
"2024-04-08 12:49:33.337";"1712605773337";"625285";"2024-04-08";"12:49:33";"FO";"1";"111";"364";"0";"0.695";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"111";"364";"0.695"
"2024-04-08 12:49:53.324";"1712605793324";"645272";"2024-04-08";"12:49:53";"F";"2";"145";"239";"65";"0.393";"10.7";"96";"0.84";"0.657";"0.435";"0.435";"0.523";"0.398";"0.209";"111";"364";"0.695"
"2024-04-08 12:50:13.321";"1712605813321";"665269";"2024-04-08";"12:50:13";"F";"3";"117";"173";"90";"0.324";"12.2";"83";"0.84";"0.622";"0.644";"0.441";"1.104";"0.321";"0.355";"111";"364";"0.695"
"2024-04-08 12:50:33.304";"1712605833304";"685252";"2024-04-08";"12:50:33";"F";"4";"105";"149";"125";"0.295";"15.5";"77";"0.84";"0.611";"0.715";"0.448";"1.443";"0.288";"0.417";"111";"364";"0.695"
"2024-04-08 12:50:53.299";"1712605853299";"705247";"2024-04-08";"12:50:53";"F";"5";"102";"137";"190";"0.255";"20.3";"74";"0.84";"0.556";"0.751";"0.403";"1.657";"0.280";"0.465";"111";"364";"0.695"
"2024-04-08 12:51:13.282";"1712605873282";"725230";"2024-04-08";"12:51:13";"F";"6";"102";"128";"285";"0.203";"24.3";"71";"0.84";"0.456";"0.775";"0.317";"1.844";"0.280";"0.517";"111";"364";"0.695"
"2024-04-08 12:51:33.272";"1712605893272";"745220";"2024-04-08";"12:51:33";"F";"7";"102";"126";"420";"0.190";"33.5";"70";"0.84";"0.429";"0.779";"0.294";"1.889";"0.280";"0.530";"111";"364";"0.695"
"2024-04-08 12:51:53.265";"1712605913265";"765213";"2024-04-08";"12:51:53";"F";"8";"103";"121";"625";"0.149";"39.1";"69";"0.84";"0.346";"0.794";"0.232";"2.008";"0.283";"0.568";"111";"364";"0.695"
"2024-04-08 12:52:13.249";"1712605933249";"785197";"2024-04-08";"12:52:13";"F";"9";"103";"116";"820";"0.112";"38.6";"67";"0.84";"0.265";"0.806";"0.172";"2.138";"0.283";"0.605";"111";"364";"0.695"
"2024-04-08 12:52:16.630";"1712605936630";"788578";"2024-04-08";"12:52:16";"SLCE";"";"Light Curve end ";""
"2024-04-08 12:53:26.788";"1712606006788";"858736";"2024-04-08";"12:53:26";"SLCS";"";"Light Curve start ";""
"2024-04-08 12:53:26.788";"1712606006788";"858736";"2024-04-08";"12:53:26";"REG1";"";"#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.036, ETRmPot: 42.669 ) ";""
"2024-04-08 12:53:26.788";"1712606006788";"858736";"2024-04-08";"12:53:26";"REG2";"";"#2: alpha: 0.160, ETRm: 90.092, Ik: 564.424 ";""
"2024-04-08 12:53:28.175";"1712606008175";"860123";"2024-04-08";"12:53:28";"FO";"10";"81";"290";"0";"0.721";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"81";"290";"0.721"
"2024-04-08 12:53:48.161";"1712606028161";"880109";"2024-04-08";"12:53:48";"F";"11";"130";"247";"65";"0.474";"12.9";"77";"0.84";"0.688";"0.187";"0.408";"0.174";"0.448";"0.078";"81";"290";"0.721"
"2024-04-08 12:54:08.151";"1712606048151";"900099";"2024-04-08";"12:54:08";"F";"12";"120";"204";"90";"0.412";"15.6";"72";"0.84";"0.636";"0.368";"0.382";"0.422";"0.414";"0.174";"81";"290";"0.721"
"2024-04-08 12:54:28.147";"1712606068147";"920095";"2024-04-08";"12:54:28";"F";"13";"114";"185";"125";"0.384";"20.2";"70";"0.84";"0.617";"0.450";"0.379";"0.568";"0.393";"0.223";"81";"290";"0.721"
"2024-04-08 12:54:48.135";"1712606088135";"940083";"2024-04-08";"12:54:48";"F";"14";"108";"172";"190";"0.372";"29.7";"68";"0.84";"0.615";"0.502";"0.387";"0.686";"0.372";"0.256";"81";"290";"0.721"
"2024-04-08 12:55:08.123";"1712606108123";"960071";"2024-04-08";"12:55:08";"F";"15";"95";"159";"285";"0.403";"48.2";"66";"0.84";"0.688";"0.555";"0.478";"0.824";"0.328";"0.269";"81";"290";"0.721"
"2024-04-08 12:55:28.113";"1712606128113";"980061";"2024-04-08";"12:55:28";"F";"16";"101";"142";"420";"0.289";"51.0";"63";"0.84";"0.519";"0.622";"0.324";"1.042";"0.348";"0.363";"81";"290";"0.721"
"2024-04-08 12:55:48.102";"1712606148102";"1000050";"2024-04-08";"12:55:48";"F";"17";"100";"135";"625";"0.259";"68.0";"61";"0.84";"0.473";"0.646";"0.289";"1.148";"0.345";"0.396";"81";"290";"0.721"
"2024-04-08 12:56:08.090";"1712606168090";"1020038";"2024-04-08";"12:56:08";"F";"18";"98";"130";"820";"0.246";"84.7";"60";"0.84";"0.457";"0.665";"0.280";"1.231";"0.338";"0.416";"81";"290";"0.721"
"2024-04-08 12:56:11.909";"1712606171909";"1023857";"2024-04-08";"12:56:11";"SLCE";"";"Light Curve end ";""
"2024-04-08 12:57:16.346";"1712606236346";"1088294";"2024-04-08";"12:57:16";"SLCS";"";"Light Curve start ";""
"2024-04-08 12:57:16.346";"1712606236346";"1088294";"2024-04-08";"12:57:16";"REG1";"";"#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 44.345 ) ";""
"2024-04-08 12:57:16.346";"1712606236346";"1088294";"2024-04-08";"12:57:16";"REG2";"";"#2: alpha: 0.130, ETRm: 48.310, Ik: 372.189 ";""
"2024-04-08 12:57:17.756";"1712606237756";"1089704";"2024-04-08";"12:57:17";"FO";"19";"104";"386";"0";"0.731";"0.0";"-";"0.84";"-";"-";"-";"-";"-";"-";"104";"386";"0.731"
"2024-04-08 12:57:37.736";"1712606257736";"1109684";"2024-04-08";"12:57:37";"F";"20";"179";"324";"65";"0.448";"12.2";"99";"0.84";"0.644";"0.202";"0.356";"0.191";"0.464";"0.088";"104";"386";"0.731"
"2024-04-08 12:57:57.732";"1712606277732";"1129680";"2024-04-08";"12:57:57";"F";"21";"162";"251";"90";"0.355";"13.4";"91";"0.84";"0.556";"0.433";"0.312";"0.538";"0.420";"0.225";"104";"386";"0.731"
"2024-04-08 12:58:17.742";"1712606297742";"1149690";"2024-04-08";"12:58:17";"F";"22";"148";"215";"125";"0.312";"16.4";"86";"0.84";"0.519";"0.543";"0.302";"0.795";"0.383";"0.305";"104";"386";"0.731"
"2024-04-08 12:58:37.729";"1712606317729";"1169677";"2024-04-08";"12:58:37";"F";"23";"141";"194";"190";"0.273";"21.8";"82";"0.84";"0.473";"0.603";"0.275";"0.990";"0.365";"0.362";"104";"386";"0.731"
"2024-04-08 12:58:57.715";"1712606337715";"1189663";"2024-04-08";"12:58:57";"F";"24";"137";"183";"285";"0.251";"30.0";"80";"0.84";"0.447";"0.635";"0.261";"1.109";"0.355";"0.394";"104";"386";"0.731"
"2024-04-08 12:59:17.703";"1712606357703";"1209651";"2024-04-08";"12:59:17";"F";"25";"133";"169";"420";"0.213";"37.6";"77";"0.84";"0.391";"0.674";"0.226";"1.284";"0.345";"0.442";"104";"386";"0.731"
"2024-04-08 12:59:37.689";"1712606377689";"1229637";"2024-04-08";"12:59:37";"F";"26";"134";"162";"625";"0.173";"45.4";"76";"0.84";"0.326";"0.695";"0.185";"1.383";"0.347";"0.480";"104";"386";"0.731"
"2024-04-08 12:59:57.677";"1712606397677";"1249625";"2024-04-08";"12:59:57";"F";"27";"136";"158";"820";"0.139";"47.9";"75";"0.84";"0.265";"0.706";"0.146";"1.443";"0.352";"0.509";"104";"386";"0.731"
"2024-04-08 13:00:01.096";"1712606401096";"1253044";"2024-04-08";"13:00:01";"SLCE";"";"Light Curve end ";""
